emp_no,first_name,last_name,title,hire_date,years
285652,Tomokazu,Gewali,Senior Engineer,1988-12-08,34
285654,Ashish,Haldar,Senior Engineer,1988-09-03,34
285658,Garnik,Merkl,Engineer,1999-07-09,23
285659,Mabhin,Lorys,Senior Staff,1986-10-23,36
285661,Spyrose,Beilner,Senior Staff,1987-06-07,35
285663,Chriss,Giveon,Senior Staff,1986-12-24,36
285664,Satyanarayana,Nannarelli,Senior Engineer,1987-11-18,35
285670,Arvin,Segond,Assistant Engineer,1994-03-16,28
285673,Arnould,Chaudhury,Technique Leader,1986-11-24,36
285675,Deborah,Orsini,Senior Staff,1985-10-26,37
285677,Tsutomu,Luke,Senior Engineer,1987-06-16,35
285680,Younwoo,Lieberherr,Senior Engineer,1987-01-22,35
285688,Xinan,Itzfeldt,Senior Staff,1988-04-03,34
285696,IEEE,Thiran,Technique Leader,1989-05-28,33
285702,Kasturi,Luft,Senior Engineer,1989-09-19,33
285703,Rosalyn,Ramras,Senior Staff,1989-10-12,33
285710,Yucai,Wendorf,Engineer,1990-12-13,32
285717,Randy,Hiroyama,Senior Staff,1992-09-29,30
285718,Moheb,Ponthieu,Technique Leader,1989-12-15,33
285722,Shrikanth,Dratva,Senior Engineer,1987-12-05,35
285728,Charlene,Papastamatiou,Senior Staff,1987-05-29,35
285735,Edwin,Stenning,Technique Leader,1991-12-27,31
285738,Paddy,Erni,Senior Staff,1992-02-24,30
285741,Kitty,Raney,Senior Staff,1985-09-20,37
285743,Gretta,DasSarma,Engineer,1985-08-26,37
285747,Berry,Zuberek,Senior Engineer,1988-07-12,34
285749,Terresa,Jeong,Senior Engineer,1985-11-20,37
285758,Maha,Ritzmann,Senior Engineer,1986-06-02,36
285760,Vatsa,Perko,Senior Staff,1993-06-09,29
285765,Sivanarayana,Showalter,Senior Staff,1985-09-18,37
285766,Hsiangchu,Auyong,Senior Engineer,1988-10-31,34
285770,Percy,Cochrane,Staff,1996-07-09,26
285775,Kasidit,Trachtenberg,Engineer,1995-07-21,27
285780,KayLiang,Ramaiah,Senior Staff,1990-01-14,32
285781,Hein,Picaronny,Senior Staff,1985-06-04,37
285782,Jaideep,Bultermann,Engineer,1985-10-06,37
285783,Adly,Riesenhuber,Engineer,1990-11-18,32
285786,Toshiko,Emden,Senior Engineer,1987-11-16,35
285789,Uli,Welham,Senior Staff,1986-05-11,36
285800,Barry,Gargeya,Senior Engineer,1986-10-26,36
285803,Almudena,Hertweck,Senior Staff,1987-09-01,35
285819,Arno,Petersohn,Staff,1987-07-29,35
285820,Khaled,Foote,Senior Engineer,1989-06-07,33
285827,Kazunori,Waeselynck,Engineer,1993-09-06,29
285829,Jeanne,Henders,Senior Staff,1986-08-12,36
285840,Sakthirel,Pouyioutas,Senior Engineer,1989-11-23,33
285843,Yuriy,Lukaszewicz,Engineer,1989-08-03,33
285846,Jolita,Pollacia,Engineer,1995-03-05,27
285850,Stabislas,Ranft,Senior Engineer,1990-11-13,32
285856,Conor,Griswold,Senior Staff,1989-07-06,33
285863,Leaf,Busillo,Staff,1996-03-11,26
285865,Tayeb,Lunn,Senior Staff,1989-02-13,33
285867,Barna,Pashtan,Senior Engineer,1985-06-16,37
285874,Reuven,Clouatre,Senior Engineer,1985-06-23,37
285886,Conor,Tagansky,Engineer,1996-03-08,26
285890,Xuedong,Puppe,Senior Staff,1990-01-23,32
285914,Eirik,Guerreiro,Senior Staff,1991-02-28,31
285924,Angel,Herber,Senior Engineer,1989-07-25,33
285925,Heekeun,Miake,Senior Staff,1990-05-07,32
285928,Martien,Kornyak,Staff,1986-10-09,36
285930,Duri,Anguita,Technique Leader,1989-06-24,33
285934,Zhilian,Antonakopoulos,Staff,1987-11-16,35
285938,Serenella,Hiraishi,Senior Staff,1986-03-09,36
285954,Uno,Porenta,Senior Engineer,1990-08-02,32
285957,Kazuhito,Simmen,Senior Engineer,1990-11-11,32
285961,Tristan,Aloisi,Staff,1986-02-15,36
285962,Francoise,Sichman,Senior Staff,1992-11-09,30
285968,Herbert,Koblitz,Senior Staff,1988-03-04,34
285980,Honesty,Ghazalie,Senior Engineer,1990-12-17,32
285982,Rimli,Ranka,Technique Leader,1991-08-24,31
285986,Maia,Erez,Senior Staff,1987-08-30,35
285987,Rildo,Hanabata,Senior Engineer,1987-05-19,35
286000,Tonny,Eugenio,Staff,1986-04-25,36
286002,Amalendu,Brobst,Staff,1994-12-17,28
286004,Sachem,Schiper,Engineer,1988-04-03,34
286007,Sanjeeva,Chartres,Staff,1995-10-20,27
286008,Shigeu,Ozery,Senior Staff,1989-03-10,33
286013,Xiaoqiang,Leppanen,Staff,1990-11-25,32
286016,Shigehito,Peha,Senior Staff,1987-10-28,35
286017,Udo,Benantar,Staff,1988-12-20,34
286020,Yifei,Cmelik,Staff,1993-03-26,29
286021,Baoqiu,Thorelli,Engineer,1997-04-03,25
286023,Takahito,Tasistro,Senior Engineer,1988-08-06,34
286030,Masadi,Roohalamini,Senior Engineer,1990-11-18,32
286032,Abdulla,Hempstead,Senior Staff,1988-07-29,34
286035,Hercules,Colorni,Staff,1992-09-06,30
286036,Alejandro,Piveteau,Senior Engineer,1989-12-04,33
286044,Shawna,Lemarechal,Technique Leader,1996-09-21,26
286049,KayLiang,Kading,Senior Engineer,1988-06-01,34
286057,Bezalel,Stellhorn,Senior Engineer,1985-04-18,37
286062,Charmane,Bail,Senior Staff,1989-03-18,33
286072,Christophe,Luit,Senior Staff,1985-04-24,37
286076,Mary,Callaway,Senior Staff,1986-09-08,36
286084,Adil,Swist,Senior Staff,1987-11-15,35
286085,Hyuncheol,Muniz,Engineer,1985-06-25,37
286089,Gaurav,Schmezko,Senior Staff,1991-07-17,31
286090,Shaw,Sewelson,Senior Staff,1987-05-08,35
286096,Kazuyasu,Facello,Senior Engineer,1995-04-13,27
286097,Matk,Kusalik,Senior Staff,1987-11-01,35
286099,Badri,Merle,Senior Engineer,1994-07-10,28
286100,Mang,Melichar,Senior Engineer,1994-08-10,28
286110,Khedija,Bazelow,Engineer,1988-11-03,34
286117,Horward,Suri,Senior Engineer,1987-12-08,35
286120,Etsuo,Farris,Senior Engineer,1987-06-08,35
286128,Eckart,Mitsuhashi,Senior Staff,1985-04-05,37
286131,Guther,Tibblin,Senior Engineer,1991-10-02,31
286139,IEEE,Luef,Staff,1998-11-26,24
286144,Rutger,Birke,Technique Leader,1987-11-14,35
286152,Berto,Rindone,Senior Staff,1994-03-28,28
286157,Claude,Rosenbaum,Senior Engineer,1986-04-23,36
286158,Tesuya,Kuszyk,Technique Leader,1991-10-25,31
286159,Marek,Kermarrec,Senior Engineer,1990-06-29,32
286165,Ghassan,Maierhofer,Senior Staff,1986-05-03,36
286169,Fuqing,Chleq,Senior Engineer,1987-01-30,35
286171,Zhensheng,Hettesheimer,Senior Staff,1987-06-30,35
286176,Bojan,Toyoshima,Engineer,1996-03-06,26
286181,Toshimitsu,Baig,Senior Engineer,1991-10-26,31
286195,Karlis,Hofting,Senior Staff,1988-03-21,34
286198,Zengping,Hiyoshi,Engineer,1990-11-22,32
286205,Sandeepan,Rajala,Technique Leader,1992-05-13,30
286206,King,Ulupinar,Engineer,1987-08-16,35
286210,Venkatesan,Marrevee,Senior Staff,1988-12-26,34
286218,Yoshimitsu,Decleir,Senior Engineer,1985-02-10,37
286219,Gita,Rehfuss,Senior Staff,1986-02-24,36
286220,Seongbae,Navazio,Technique Leader,1989-11-23,33
286221,Shahaf,Figueira,Senior Staff,1985-06-10,37
286226,Sakthirel,Barriga,Staff,1993-03-28,29
286227,Raimond,Nollmann,Senior Staff,1993-06-22,29
286231,Selwyn,Daescu,Staff,1991-08-11,31
286233,Kellyn,Standera,Staff,1996-11-20,26
286242,Iara,Hainaut,Engineer,1994-09-04,28
286247,Vasilis,Sambasivam,Staff,1986-09-05,36
286249,Jeong,Blokdijk,Senior Staff,1985-12-02,37
286258,Chriss,Thiran,Staff,1989-01-21,33
286259,Domenico,Beeson,Senior Staff,1989-12-06,33
286260,Suvo,Plotkin,Senior Engineer,1985-04-03,37
286262,Surveyors,Hiroyama,Senior Engineer,1985-09-22,37
286263,Lakshmi,Herath,Senior Engineer,1998-01-09,24
286269,Hein,Muntz,Senior Engineer,1991-08-15,31
286271,Arch,Waterhouse,Senior Engineer,1992-02-17,30
286279,Pradeep,Brizzi,Senior Engineer,1990-03-26,32
286280,Bowen,Mandell,Senior Engineer,1989-11-16,33
286288,Fayez,Huhdanpaa,Senior Engineer,1985-06-12,37
286292,Make,Eterovic,Senior Engineer,1986-08-01,36
286297,Martine,Beerel,Senior Engineer,1990-10-22,32
286298,Temple,Skrikant,Technique Leader,1996-06-01,26
286299,Mari,Gubsky,Senior Staff,1992-10-08,30
286300,Aris,Baranowski,Engineer,1995-05-31,27
286319,Baziley,Quaggetto,Assistant Engineer,1987-04-21,35
286334,Alenka,Sridhar,Senior Engineer,1988-10-06,34
286341,Baocai,Lipner,Senior Staff,1995-12-24,27
286347,Maya,Reistad,Senior Engineer,1985-04-17,37
286353,Janche,Skafidas,Senior Staff,1991-09-20,31
286361,Shahaf,Camarinopoulos,Technique Leader,1989-12-28,33
286362,Ramalingam,Chaudhury,Senior Engineer,1987-09-29,35
286363,Brigham,Tsukuda,Senior Engineer,1987-03-01,35
286374,Subbu,Buchter,Senior Engineer,1988-09-16,34
286378,Ramalingam,Cronan,Technique Leader,1991-06-25,31
286383,Teruyuki,Varker,Senior Engineer,1990-02-08,32
286387,Akemi,Gerteisen,Senior Engineer,1989-01-01,33
286402,Giordano,Uehara,Staff,1986-01-15,36
286408,Vatsa,Baalen,Engineer,1998-12-17,24
286412,Adas,Bresenham,Senior Engineer,1987-04-22,35
286413,DAIDA,Manderick,Senior Engineer,1988-06-24,34
286418,Tomokazu,Daescu,Senior Staff,1987-06-25,35
286423,Dietrich,Flanders,Staff,1986-08-08,36
286429,Gina,Acton,Senior Staff,1988-05-14,34
286433,Masasuke,Nitsche,Senior Engineer,1990-05-04,32
286435,Zvonko,Cronan,Senior Staff,1988-09-13,34
286439,Weicheng,Pfau,Senior Engineer,1985-10-29,37
286440,Aleksandar,Huttel,Senior Engineer,1987-11-27,35
286447,Alper,Schaft,Senior Engineer,1987-03-13,35
286449,Randi,Khalid,Senior Engineer,1986-05-23,36
286450,Basem,Fadgyas,Staff,1986-06-28,36
286466,Alejandro,Giveon,Engineer,1991-04-13,31
286467,Ult,Molberg,Senior Staff,1988-06-21,34
286472,Elzbieta,Cangellaris,Engineer,1996-08-22,26
286473,Saniya,Azadmanesh,Senior Engineer,1986-10-08,36
286477,Kazuhiro,Speel,Senior Staff,1985-07-11,37
286480,Dzung,Aloia,Senior Staff,1990-01-14,32
286483,Augustine,Luby,Senior Engineer,1991-08-10,31
286485,Heeju,Wiegley,Senior Staff,1985-05-24,37
286489,Fumiko,Arlazarov,Senior Engineer,1985-05-18,37
286490,Gill,Ranai,Engineer,1986-01-04,36
286493,Uma,Ciolek,Technique Leader,1986-11-03,36
286495,Arfst,Vesel,Senior Staff,1992-12-06,30
286499,Xuejun,Lundstrom,Senior Staff,1992-05-30,30
286502,Margo,Barbanera,Senior Staff,1986-08-21,36
286503,Sigeru,Kaelbling,Senior Staff,1987-05-01,35
286510,Boguslaw,Peck,Technique Leader,1993-08-16,29
286515,Debaprosad,Soicher,Senior Engineer,1985-03-18,37
286518,Isamu,Varker,Staff,1995-04-21,27
286519,Zhiwei,Gopalakrishnan,Technique Leader,1989-08-10,33
286526,Ulises,Dengi,Senior Engineer,1988-12-10,34
286529,Mooi,Roisin,Engineer,1993-02-24,29
286532,Paris,Codenie,Senior Staff,1988-03-24,34
286534,Yonghoan,Eastman,Assistant Engineer,1988-01-16,34
286545,Yuuichi,Heiserman,Engineer,1996-08-30,26
286550,Ghassan,Furudate,Engineer,1986-09-04,36
286552,Stevo,Bressoud,Senior Staff,1990-09-06,32
286555,Muneo,Sichman,Senior Staff,1987-01-16,35
286558,Waiman,Gubsky,Senior Staff,1987-02-18,35
286559,Moti,McClurg,Engineer,1996-10-02,26
286562,Reuven,Azevdeo,Senior Staff,1985-11-04,37
286583,Khue,Klassen,Senior Engineer,1986-04-01,36
286588,Angel,Brodie,Senior Staff,1990-12-13,32
286589,Gill,Coombs,Staff,1985-04-23,37
286590,Aral,Androutsos,Senior Engineer,1987-04-05,35
286591,Lidong,Cronin,Technique Leader,1994-09-25,28
286598,Yuuichi,Rissland,Senior Engineer,1985-05-18,37
286603,Huei,Peyn,Staff,1990-12-09,32
286607,Gianluca,Reeker,Technique Leader,1985-10-10,37
286608,Giri,Acton,Senior Engineer,1988-04-21,34
286614,Mabhin,Birch,Technique Leader,1990-01-06,32
286615,Lokesh,Eterovic,Senior Staff,1987-01-28,35
286628,Kauko,Suppi,Staff,1994-10-02,28
286632,Bingning,Ghemri,Staff,1987-02-23,35
286634,Halsur,Underwood,Senior Staff,1987-02-26,35
286635,Ger,Serna,Senior Staff,1986-10-14,36
286636,Cordelia,Leivant,Technique Leader,1988-08-26,34
286638,Srinidhi,Malinowski,Senior Staff,1986-09-24,36
286639,Garnet,Pagter,Senior Staff,1989-07-07,33
286640,Jiakeng,Soloway,Senior Staff,1992-07-01,30
286646,Martien,Peres,Senior Engineer,1987-07-11,35
286648,Moni,Reghbati,Senior Engineer,1989-07-23,33
286658,Pranas,Osgood,Engineer,1994-10-28,28
286665,Aleksandar,Baumann,Engineer,1989-01-21,33
286678,Tadanori,Oxenboll,Staff,1986-09-24,36
286681,Oksana,Bernatsky,Engineer,1994-11-12,28
286683,Katsuyuki,Decaestecker,Senior Staff,1985-05-24,37
286695,Reinhard,Varker,Senior Staff,1991-08-27,31
286696,Sachio,DuCasse,Senior Staff,1987-07-25,35
286697,Ult,Melter,Senior Staff,1988-02-16,34
286700,Ishfaq,Hegner,Senior Engineer,1989-04-25,33
286701,Eran,Gihr,Engineer,1996-03-03,26
286702,Chiranjit,Gischer,Senior Staff,1985-07-12,37
286705,Uriel,Shinomoto,Senior Engineer,1992-12-11,30
286706,Hideo,Shiratori,Senior Staff,1993-09-14,29
286714,Chinho,Shumilov,Senior Engineer,1989-03-16,33
286715,Moti,Linares,Senior Staff,1990-03-05,32
286723,Subbu,Lamparter,Engineer,1992-05-04,30
286726,Yakichi,Dulay,Staff,1993-09-26,29
286729,Kellyn,Besancenot,Senior Staff,1987-02-17,35
286733,Shem,Crouzet,Senior Staff,1985-09-27,37
286738,Licheng,Conti,Engineer,1998-01-03,24
286740,Jolita,Perez,Senior Engineer,1996-05-26,26
286745,Baziley,Rajcani,Senior Staff,1985-06-26,37
286747,Elvis,Cardazo,Engineer,1991-12-19,31
286749,Heng,Benaini,Technique Leader,1995-06-24,27
286755,Limsoon,Kusalik,Engineer,1988-04-09,34
286758,Mayumi,Binkley,Senior Staff,1995-04-06,27
286760,Sadun,Escriba,Senior Engineer,1985-06-06,37
286771,Make,Alblas,Senior Engineer,1987-11-14,35
286773,Shir,Docker,Staff,1991-10-16,31
286777,Garnet,Demos,Senior Staff,1985-11-21,37
286781,Vesna,Roccetti,Staff,1988-07-16,34
286788,Eldridge,Farrow,Staff,1990-04-28,32
286790,Snehasis,Diderrich,Engineer,1986-06-17,36
286795,Tayeb,Luca,Senior Staff,1987-08-06,35
286799,Rosalyn,Kopetz,Senior Staff,1989-06-04,33
286807,Sasan,Koshino,Senior Staff,1991-02-13,31
286809,Falguni,Maksimenko,Engineer,1997-03-02,25
286811,Radhia,Porenta,Senior Staff,1987-06-12,35
286814,Moto,Malinowski,Senior Engineer,1989-01-31,33
286815,Shay,Miyakawa,Senior Staff,1990-01-23,32
286819,Hsiangchu,Danley,Senior Staff,1992-05-08,30
286824,Roselyn,Joslin,Senior Staff,1991-05-23,31
286825,Oscal,Birdsall,Senior Engineer,1990-11-14,32
286827,Yunming,Merey,Senior Staff,1988-08-30,34
286828,Shrikanth,Bernardeschi,Senior Engineer,1994-08-17,28
286832,Dharmaraja,Sadowsky,Senior Staff,1985-02-06,37
286836,Yagil,Roisin,Engineer,1988-10-08,34
286840,Chaosheng,Marchegay,Senior Staff,1989-07-26,33
286841,Hidekazu,Zobel,Senior Staff,1988-08-26,34
286845,Paris,Schapiro,Staff,1992-12-19,30
286847,Lech,Pluym,Senior Engineer,1991-01-10,31
286859,Boalin,Frezza,Senior Staff,1990-11-11,32
286869,Abdelghani,Baik,Staff,1998-07-12,24
286873,Dinah,Lubachevsky,Technique Leader,1987-09-24,35
286875,Freyja,Wielonsky,Staff,1988-09-13,34
286878,Sakthirel,Otillio,Staff,1988-06-20,34
286880,Tetsurou,Waterhouse,Engineer,1990-12-02,32
286884,Tetsushi,Perz,Engineer,1994-08-13,28
286886,Kousuke,Setiz,Senior Staff,1990-02-19,32
286890,Shir,Leijenhorst,Assistant Engineer,1991-07-19,31
286893,Parke,Yurek,Senior Staff,1987-07-03,35
286896,Mariusz,Spinelli,Senior Staff,1989-04-04,33
286898,Susumu,Grabner,Senior Engineer,1985-04-03,37
286901,Yuichiro,Rabehasaina,Staff,1996-08-14,26
286902,Abdelghani,Cannata,Engineer,1988-07-12,34
286904,Adly,DasSarma,Engineer,1996-03-02,26
286908,Hideo,Ritcey,Senior Engineer,1992-04-30,30
286914,Nalini,Bierbaum,Senior Staff,1985-11-17,37
286919,Doowon,Zlotek,Senior Staff,1991-09-08,31
286921,Abdelghani,Turnbull,Senior Engineer,1985-12-30,37
286922,Sreenivas,Luff,Senior Staff,1987-08-07,35
286924,Bouchung,Slobodova,Staff,1996-04-04,26
286934,Hyuncheol,Khalid,Senior Engineer,1991-10-24,31
286939,Arvin,Litzler,Engineer,1987-08-23,35
286943,Yongmin,Murtagh,Engineer,1993-09-29,29
286951,Miquel,Badache,Senior Staff,1990-03-01,32
286954,Chikako,Michaels,Senior Engineer,1992-02-23,30
286969,Hitofumi,Henseler,Senior Staff,1990-01-22,32
286976,Heon,Rothenberg,Senior Engineer,1992-05-31,30
286978,Xiaobin,McAffer,Senior Engineer,1994-09-10,28
286981,Udaiprakash,Kavanagh,Senior Staff,1993-01-23,29
286982,Aksel,Ranze,Senior Staff,1985-02-23,37
286983,Isaac,Weedon,Senior Engineer,1995-03-14,27
286991,Perla,Aloisi,Senior Staff,1987-01-29,35
286992,Dante,Skafidas,Engineer,1987-08-23,35
286999,Zito,Woycyznski,Senior Engineer,1990-03-14,32
287008,Rosita,Brandsma,Senior Engineer,1989-10-28,33
287011,Shuho,Narahari,Staff,1992-08-24,30
287013,Heng,Asmuth,Staff,1988-05-02,34
287014,Michaela,Vandervoorde,Senior Staff,1995-09-19,27
287020,Manu,Lalonde,Senior Staff,1990-04-12,32
287021,Dharmaraja,Schwaller,Engineer,1987-07-22,35
287022,Wilmer,Merks,Senior Staff,1986-06-09,36
287033,Pradeep,Pettey,Senior Staff,1987-10-28,35
287036,Gopalakrishnan,Haddadi,Engineer,1990-06-03,32
287042,Constantino,Schwartzbauer,Senior Engineer,1985-10-26,37
287047,Arch,Spelt,Senior Staff,1989-02-16,33
287048,Feipei,Pluym,Staff,1990-03-05,32
287058,Billie,Koblitz,Engineer,1992-01-30,30
287063,Georgy,Lovengreen,Senior Engineer,1989-08-11,33
287064,Kish,Ratnaker,Engineer,1987-05-18,35
287069,Shooichi,Rossi,Senior Engineer,1993-02-23,29
287070,Francesca,Janocha,Senior Staff,1995-09-26,27
287076,Almudena,Harnett,Senior Staff,1986-03-09,36
287078,Fayez,Terlouw,Senior Engineer,1985-06-17,37
287081,Basem,Prampolini,Senior Engineer,1989-08-30,33
287088,Premsyl,Iacovou,Engineer,1987-11-12,35
287093,Dietrich,Leslie,Engineer,1988-08-16,34
287097,Sigeru,Kisuki,Senior Staff,1986-04-03,36
287101,Florian,Krider,Engineer,1988-02-08,34
287102,Mang,Portugali,Engineer,1995-04-14,27
287107,Gao,Benzmuller,Senior Engineer,1985-09-03,37
287113,Joydip,Maliniak,Senior Staff,1985-09-28,37
287120,Chandrasekaran,Pehl,Senior Staff,1995-04-08,27
287123,Marko,Benaini,Staff,1987-10-11,35
287131,Vasiliy,Ghazalie,Senior Staff,1986-05-21,36
287139,Juichirou,Rande,Engineer,1993-05-01,29
287142,Cedric,McConalogue,Senior Engineer,1985-03-24,37
287152,Raimond,Comte,Senior Staff,1986-06-09,36
287157,Joydip,Janetzko,Assistant Engineer,1989-06-05,33
287161,Gilbert,Parveen,Senior Staff,1988-03-05,34
287163,Vugranam,Verhaegen,Senior Engineer,1986-03-20,36
287167,Qunsheng,Toyoshima,Senior Engineer,1985-12-23,37
287174,Weijing,Velardi,Engineer,1991-03-22,31
287181,Mariusz,Schade,Senior Staff,1987-05-19,35
287184,Valdiodio,Cummings,Senior Staff,1992-04-25,30
287190,Lobel,Malabarba,Senior Engineer,1988-07-22,34
287196,Djelloul,Zhiwei,Senior Staff,1987-07-14,35
287198,Tooru,Qiwen,Senior Staff,1990-06-24,32
287199,Zeljko,Schapire,Senior Engineer,1990-06-11,32
287204,Jamaludin,Streng,Staff,1995-02-16,27
287212,Udo,Brizzi,Engineer,1995-02-24,27
287213,Geraldo,Mellouli,Senior Staff,1985-12-13,37
287218,Maris,Swen,Staff,1985-12-25,37
287221,Saeed,Sinitsyn,Senior Engineer,1986-11-09,36
287222,Venkatesan,Codenie,Assistant Engineer,1994-04-09,28
287231,Yifei,Shiratori,Senior Staff,1988-10-12,34
287232,Irene,Menyhert,Senior Engineer,1991-11-19,31
287233,Heping,Murthy,Engineer,1988-11-29,34
287234,Ranan,Lorcy,Senior Engineer,1993-09-22,29
287238,Yoshimitsu,Nooteboom,Senior Engineer,1987-11-12,35
287241,Marek,Thiria,Senior Engineer,1992-12-06,30
287242,Mong,Gewali,Senior Staff,1994-09-25,28
287243,Suvo,Lorys,Senior Staff,1992-02-02,30
287245,Junsik,Angot,Senior Staff,1986-04-24,36
287246,Adamantios,Ravishankar,Senior Engineer,1992-05-09,30
287247,Temple,Michaeli,Senior Engineer,1987-08-06,35
287249,Richara,Gopalakrishnan,Senior Staff,1985-07-17,37
287250,Wayne,Aumann,Senior Engineer,1988-05-14,34
287252,Aimee,Fadgyas,Senior Engineer,1990-03-07,32
287267,Lunjin,Cummings,Senior Engineer,1987-04-12,35
287268,Taegyun,Kadhim,Engineer,1994-05-23,28
287271,Koldo,Larfeldt,Senior Engineer,1989-09-20,33
287278,Gennadi,Christ,Senior Staff,1991-06-18,31
287284,Luisa,Camarinopoulos,Senior Engineer,1988-01-08,34
287293,Gao,Rosch,Senior Staff,1986-07-01,36
287294,Aria,Vecchi,Senior Staff,1988-11-24,34
287302,Shawna,Tchuente,Senior Staff,1985-07-22,37
287306,Quingbo,Oppitz,Senior Engineer,1997-02-25,25
287315,Bernardo,Flowers,Senior Staff,1990-02-14,32
287318,Nikolaos,Kossowski,Engineer,1988-01-06,34
287328,Ennio,Keustermans,Senior Engineer,1987-02-18,35
287329,Sibyl,Lipner,Engineer,1996-11-16,26
287347,Noritoshi,Melton,Senior Staff,1988-11-22,34
287350,Odinaldo,Schlegelmilch,Assistant Engineer,1997-01-05,25
287356,Uinam,Delgrossi,Senior Engineer,1986-06-06,36
287358,Shridhar,Stanfel,Senior Engineer,1988-02-19,34
287372,Boalin,Fendler,Engineer,1989-08-08,33
287373,Mabry,Beznosov,Engineer,1985-11-27,37
287374,Moon,Muntz,Engineer,1996-12-08,26
287377,Guther,Bodoff,Engineer,1989-07-31,33
287384,Sakthirel,Cummings,Senior Engineer,1993-01-16,29
287385,Christoper,Porenta,Senior Engineer,1989-01-09,33
287386,Diederik,Navazio,Engineer,1989-04-30,33
287388,Zongyan,Mahnke,Staff,1986-01-26,36
287390,Indrajit,Stanger,Senior Staff,1994-03-05,28
287391,Josyula,Huxford,Senior Staff,1997-03-16,25
287397,Martien,Pokrovskii,Senior Staff,1986-09-22,36
287402,Takanari,Seiwald,Senior Staff,1991-09-14,31
287406,Arra,Slutz,Senior Staff,1987-11-16,35
287408,Gladys,Chaudhuri,Senior Staff,1998-03-01,24
287412,Tesuro,Przulj,Technique Leader,1995-07-09,27
287423,DAIDA,Pashtan,Senior Engineer,1985-07-20,37
287425,Foong,Bolotov,Senior Engineer,1990-02-08,32
287437,Kristinn,Salinas,Senior Engineer,1986-02-19,36
287439,Teunis,Radhakrishnan,Staff,1987-08-29,35
287445,Nevio,Sherertz,Senior Engineer,1990-07-03,32
287446,Abdelaziz,Krichel,Engineer,1988-10-19,34
287453,Pragnesh,Gerteisen,Engineer,1993-02-22,29
287458,Leandro,Kemmerer,Engineer,1992-04-14,30
287462,Piyawadee,Gomatam,Senior Engineer,1986-03-06,36
287467,JiYoung,Ducloy,Senior Engineer,1992-05-01,30
287470,Jayson,McFarlin,Staff,1995-06-09,27
287474,Gopalakrishnan,Hartvigsen,Senior Engineer,1992-01-29,30
287480,Francoise,Beausoleil,Staff,1989-07-23,33
287501,Danai,Thebaut,Senior Staff,1988-01-26,34
287505,Neelam,Orlowska,Senior Engineer,1987-03-11,35
287507,Muneo,Plump,Senior Engineer,1988-02-04,34
287512,Guadalupe,Bashian,Senior Engineer,1988-10-17,34
287514,Nagui,Kamber,Staff,1988-03-04,34
287517,Pranay,Hofman,Senior Engineer,1989-07-28,33
287518,Chinhyun,McConalogue,Senior Staff,1985-05-11,37
287519,Shunichi,Marciano,Senior Staff,1985-03-22,37
287527,Girolamo,Junot,Senior Engineer,1992-03-18,30
287529,Pranav,Negoita,Senior Engineer,1990-05-05,32
287535,Haldon,Marshall,Senior Staff,1992-04-23,30
287539,Shushma,McAlpine,Technique Leader,1990-07-10,32
287552,Idoia,Hockney,Senior Staff,1987-02-05,35
287556,Sachar,Furedi,Senior Staff,1987-03-20,35
287557,Marsha,Reghbati,Engineer,1997-12-29,25
287564,Anwar,Zaumen,Senior Engineer,1992-07-10,30
287568,Tzu,Bael,Engineer,1994-11-13,28
287572,Kellyn,Schapire,Senior Staff,1991-11-11,31
287577,Halsur,Ellozy,Senior Engineer,1990-04-15,32
287580,Francesca,Walstra,Engineer,1998-11-24,24
287584,Fox,Kushnir,Technique Leader,1989-09-24,33
